106,Kelley Wurst,9,1999-12-04 15:02:00,female
107,Cody Breath,1,1999-02-13 15:02:00,male
108,Sherwood Zimmer,18,1999-06-24 15:02:00,male
109,Sherwood Zimmer,18,1999-06-24 15:02:00,male
110,Marco Sulla,10,1999-04-26 15:02:00,male
111,Jinny Nishiguchi,28,1999-09-03 15:02:00,female
112,Jinny Nishiguchi,28,1999-09-03 15:02:00,female
113,Norah Sowada,45,2000-01-12 15:02:00,female
114,Norah Sowada,45,2000-01-12 15:02:00,female
115,Della Dikes,37,1999-11-14 15:02:00,female
116,Della Dikes,37,1999-11-14 15:02:00,female
117,Elliot Cyfers,24,1999-08-03 15:02:00,male
118,Elliot Cyfers,24,1999-08-03 15:02:00,male
119,Elliot Cyfers,24,1999-08-03 15:02:00,male
120,Elliot Cyfers,24,1999-08-03 15:02:00,male
121,Lera Lehne,33,1999-10-13 15:02:00,female
122,Lera Lehne,33,1999-10-13 15:02:00,female
123,Denyse Seggerman,25,1999-08-14 15:02:00,female
124,Denyse Seggerman,25,1999-08-14 15:02:00,female
125,Denyse Seggerman,25,1999-08-14 15:02:00,female
126,Loriann Claudio,43,1999-12-23 15:02:00,female
127,Loriann Claudio,43,1999-12-23 15:02:00,female
128,Loriann Claudio,43,1999-12-23 15:02:00,female
129,Loriann Claudio,43,1999-12-23 15:02:00,female
130,Curt Makua,21,1999-07-13 15:02:00,male
131,Curt Makua,21,1999-07-13 15:02:00,male
132,Katharine Cruce,38,1999-11-21 15:02:00,female
133,Katharine Cruce,38,1999-11-21 15:02:00,female
134,Katharine Cruce,38,1999-11-21 15:02:00,female
135,Katharine Cruce,38,1999-11-21 15:02:00,female
136,Babara Depperschmidt,30,1999-09-23 15:02:00,female
137,Babara Depperschmidt,30,1999-09-23 15:02:00,female
138,Delma Rorabacher,48,2000-02-01 15:02:00,female
139,Delma Rorabacher,48,2000-02-01 15:02:00,female
140,Lavera Neve,40,1999-12-03 15:02:00,female
141,Lavera Neve,40,1999-12-03 15:02:00,female
142,Lavera Neve,40,1999-12-03 15:02:00,female
143,Lavera Neve,40,1999-12-03 15:02:00,female
144,June Misiaszek,26,1999-08-22 15:02:00,female
145,Sterling Lipps,18,1999-06-23 15:02:00,male
146,Sterling Lipps,18,1999-06-23 15:02:00,male
147,Dorothea Swaner,36,1999-11-01 15:02:00,female
148,Dorothea Swaner,36,1999-11-01 15:02:00,female
149,Minh Rohweder,4,1999-03-12 15:02:00,male
150,Isabella Ettison,45,2000-01-11 15:02:00,female
151,Isabella Ettison,45,2000-01-11 15:02:00,female
152,Isabella Ettison,45,2000-01-11 15:02:00,female
153,Isabella Ettison,45,2000-01-11 15:02:00,female
154,Isabella Ettison,45,2000-01-11 15:02:00,female
155,Garret Boydston,14,1999-05-22 15:02:00,male
156,Wilbert Lennertz,6,1999-03-23 15:02:00,male
157,Larry Hackl,23,1999-08-01 15:02:00,male
158,Larry Hackl,23,1999-08-01 15:02:00,male
159,Loris Altmark,41,1999-12-10 15:02:00,female
160,Loris Altmark,41,1999-12-10 15:02:00,female
161,Sherrie Migliori,33,1999-10-12 15:02:00,female
162,Sherrie Migliori,33,1999-10-12 15:02:00,female
163,Sherrie Migliori,33,1999-10-12 15:02:00,female
164,Bradly Whitemarsh,2,1999-02-20 15:02:00,male
165,Dane Andreatta,19,1999-07-01 15:02:00,male
166,Andreas Sabel,11,1999-05-02 15:02:00,male
167,Fredericka Ohan,29,1999-09-10 15:02:00,female
168,Fredericka Ohan,29,1999-09-10 15:02:00,female
169,Charles Parks,21,1999-07-12 15:02:00,male
170,Brinda Blandford,38,1999-11-20 15:02:00,female
171,Brinda Blandford,38,1999-11-20 15:02:00,female
172,Brinda Blandford,38,1999-11-20 15:02:00,female
173,Brinda Blandford,38,1999-11-20 15:02:00,female
174,Toby Rougeot,7,1999-03-31 15:02:00,male
175,Twanda Woskobojnik,48,2000-01-30 15:02:00,female
176,Twanda Woskobojnik,48,2000-01-30 15:02:00,female
177,Twanda Woskobojnik,48,2000-01-30 15:02:00,female
178,Quinton Parkinson,16,1999-06-10 15:02:00,male
179,Quinton Parkinson,16,1999-06-10 15:02:00,male
180,Elinor Zweifel,34,1999-10-19 15:02:00,female
181,Elinor Zweifel,34,1999-10-19 15:02:00,female
182,Inger Kennis,26,1999-08-21 15:02:00,female
183,Kylie Reola,44,1999-12-30 15:02:00,female
184,Kylie Reola,44,1999-12-30 15:02:00,female
185,Kylie Reola,44,1999-12-30 15:02:00,female
186,Yi Kreiter,36,1999-10-31 15:02:00,female
187,Yi Kreiter,36,1999-10-31 15:02:00,female
188,Yi Kreiter,36,1999-10-31 15:02:00,female
189,Craig Aldava,22,1999-07-20 15:02:00,male
190,Joaquin Brazzell,14,1999-05-21 15:02:00,male
191,Joaquin Brazzell,14,1999-05-21 15:02:00,male
192,Adela Szwaja,31,1999-09-29 15:02:00,female
193,Adela Szwaja,31,1999-09-29 15:02:00,female
194,Petronila Badamo,49,2000-02-07 15:02:00,female
195,Petronila Badamo,49,2000-02-07 15:02:00,female
196,Petronila Badamo,49,2000-02-07 15:02:00,female
197,Petronila Badamo,41,2000-02-07 15:02:00,female
198,Christen Lazarus,41,1999-12-09 15:02:00,female
199,Christen Lazarus,41,1999-12-09 15:02:00,female
200,Christen Lazarus,41,1999-12-09 15:02:00,female
201,Marcellus Mcgavock,9,1999-04-19 15:02:00,male
202,Brandon Kiddle,19,1999-06-29 15:02:00,male
203,Brandon Kiddle,19,1999-06-29 15:02:00,male
204,Lorita Ignacio,37,1999-11-07 15:02:00,female
205,Lorita Ignacio,37,1999-11-07 15:02:00,female
206,Sheena Volo,29,1999-09-09 15:02:00,female
207,Sheena Volo,29,1999-09-09 15:02:00,female
208,Sheena Volo,29,1999-09-09 15:02:00,female
209,Monet Mostad,46,2000-01-18 15:02:00,female
210,Monet Mostad,46,2000-01-18 15:02:00,female
211,Monet Mostad,46,2000-01-18 15:02:00,female
212,Bobbie Deglanville,15,1999-05-29 15:02:00,male
213,Bobbie Deglanville,15,1999-05-29 15:02:00,male
214,Zackary Hossack,7,1999-03-30 15:02:00,male
215,Daren Hembrough,24,1999-08-08 15:02:00,male
216,Carl Palmquist,16,1999-06-09 15:02:00,male
217,Carl Palmquist,16,1999-06-09 15:02:00,male
218,Emerald Neyhart,34,1999-10-18 15:02:00,female
219,Emerald Neyhart,34,1999-10-18 15:02:00,female
220,Emerald Neyhart,34,1999-10-18 15:02:00,female
221,Billie Goodwater,2,1999-02-26 15:02:00,male
222,Michelina Cinalli,43,1999-12-28 15:02:00,female
223,Loyd Nease,12,1999-05-08 15:02:00,male
224,Jacklyn Deadwyler,30,1999-09-16 15:02:00,female
225,Jacklyn Deadwyler,30,1999-09-16 15:02:00,female
226,Jacklyn Deadwyler,30,1999-09-16 15:02:00,female
227,Jacklyn Deadwyler,30,1999-09-16 15:02:00,female
228,German Devanski,22,1999-07-19 15:02:00,male
229,German Devanski,22,1999-07-19 15:02:00,male
230,Tiana Spivey,39,1999-11-26 15:02:00,female
231,Tiana Spivey,39,1999-11-26 15:02:00,female
232,Rutha Cunard,31,1999-09-28 15:02:00,female
233,Rutha Cunard,31,1999-09-28 15:02:00,female
234,Rutha Cunard,31,1999-09-28 15:02:00,female
235,Rutha Cunard,31,1999-09-28 15:02:00,female
236,Rutha Cunard,31,1999-09-28 15:02:00,female
237,Rutha Cunard,31,1999-09-28 15:02:00,female
238,Stephani Scherler,49,2000-02-06 15:02:00,female
239,Stephani Scherler,49,2000-02-06 15:02:00,female
240,Stephani Scherler,49,2000-02-06 15:02:00,female
241,Stephani Scherler,49,2000-02-06 15:02:00,female
242,Jesus Ugaitafa,17,1999-06-17 15:02:00,male
243,Armand Steffenhagen,9,1999-04-18 15:02:00,male
244,Nona Friederich,27,1999-08-27 15:02:00,female
245,Nona Friederich,27,1999-08-27 15:02:00,female
246,Nona Friederich,27,1999-08-27 15:02:00,female
247,Anjelica Graceffo,44,2000-01-05 15:02:00,female
248,Anjelica Graceffo,44,2000-01-05 15:02:00,female
249,Anjelica Graceffo,44,2000-01-05 15:02:00,female
250,Damaris Stinchcomb,36,1999-11-06 15:02:00,female
251,Damaris Stinchcomb,36,1999-11-06 15:02:00,female
252,Damaris Stinchcomb,36,1999-11-06 15:02:00,female
253,Ashton Tangabekyan,46,2000-01-16 15:02:00,female
254,Ashton Tangabekyan,46,2000-01-16 15:02:00,female
255,Ashton Tangabekyan,46,2000-01-16 15:02:00,female
256,Ashton Tangabekyan,46,2000-01-16 15:02:00,female
257,Leonard Strom,15,1999-05-27 15:02:00,male
258,Stephania Then,32,1999-10-05 15:02:00,female
259,Stephania Then,32,1999-10-05 15:02:00,female
260,Stephania Then,32,1999-10-05 15:02:00,female
261,Arnold Ewoldt,24,1999-08-07 15:02:00,male
262,Veronique Niau,42,1999-12-16 15:02:00,female
263,Veronique Niau,42,1999-12-16 15:02:00,female
264,Veronique Niau,42,1999-12-16 15:02:00,female
265,Mary Bilyeu,10,1999-04-26 15:02:00,male
266,Mary Bilyeu,10,1999-04-26 15:02:00,male
267,Mary Bilyeu,10,1999-04-26 15:02:00,male
268,Jonas Striffler,20,1999-07-06 15:02:00,male
269,Jonas Striffler,20,1999-07-06 15:02:00,male
270,Jonas Striffler,20,1999-07-06 15:02:00,male
271,Jonas Striffler,20,1999-07-06 15:02:00,male
272,Ernest Buban,12,1999-05-07 15:02:00,male
273,Ernest Buban,12,1999-05-07 15:02:00,male
274,Euna Flaim,29,1999-09-15 15:02:00,female
275,Euna Flaim,29,1999-09-15 15:02:00,female
276,Hui Scotten,47,2000-01-24 15:02:00,female
277,Hui Scotten,47,2000-01-24 15:02:00,female
278,Hui Scotten,47,2000-01-24 15:02:00,female
279,Hui Scotten,39,2000-01-24 15:02:00,female
280,Sharilyn Zucker,39,1999-11-25 15:02:00,female
281,Sharilyn Zucker,39,1999-11-25 15:02:00,female
282,Federico Bagnall,8,1999-04-05 15:02:00,male
283,Delma Brevik,25,1999-08-14 15:02:00,female
284,Delma Brevik,25,1999-08-14 15:02:00,female
285,Garth Grossklaus,17,1999-06-15 15:02:00,male
286,Garth Grossklaus,17,1999-06-15 15:02:00,male
287,Garth Grossklaus,17,1999-06-15 15:02:00,male
288,Garth Grossklaus,17,1999-06-15 15:02:00,male
289,Billy Mcjunkin,35,1999-10-24 15:02:00,female
290,Shella Poette,27,1999-08-26 15:02:00,female
291,Shella Poette,27,1999-08-26 15:02:00,female
292,Shella Poette,27,1999-08-26 15:02:00,female
293,Kirstin Koulabout,44,2000-01-04 15:02:00,female
294,Kirstin Koulabout,44,2000-01-04 15:02:00,female
295,Kirstin Koulabout,44,2000-01-04 15:02:00,female
296,Leo Boronat,13,1999-05-15 15:02:00,male
297,Rickie Vacha,5,1999-03-16 15:02:00,male
298,Marshall Carvalno,22,1999-07-25 15:02:00,male
299,Marshall Carvalno,22,1999-07-25 15:02:00,male
300,Marshall Carvalno,22,1999-07-25 15:02:00,male
301,Marshall Carvalno,22,1999-07-25 15:02:00,male
302,Marshall Carvalno,22,1999-07-25 15:02:00,male
303,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
304,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
305,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
306,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
307,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
308,Hsiu Caltagirone,40,1999-12-03 15:02:00,female
309,Latricia Marz,32,1999-10-04 15:02:00,female
310,Latricia Marz,32,1999-10-04 15:02:00,female
311,Larry Viejo,1,1999-02-12 15:02:00,male
312,Cassidy Bayon,42,1999-12-14 15:02:00,female
313,Cassidy Bayon,42,1999-12-14 15:02:00,female
314,Cassidy Bayon,42,1999-12-14 15:02:00,female
315,Marcus Cadle,10,1999-04-24 15:02:00,male
316,Marcus Cadle,10,1999-04-24 15:02:00,male
317,Marylouise Hagin,28,1999-09-02 15:02:00,female
318,Ian Biggio,20,1999-07-05 15:02:00,male
319,Ian Biggio,20,1999-07-05 15:02:00,male
320,Dorla Leavitt,37,1999-11-13 15:02:00,female
321,Dorla Leavitt,37,1999-11-13 15:02:00,female
322,Vito Cadorette,6,1999-03-24 15:02:00,male
323,Vito Cadorette,6,1999-03-24 15:02:00,male
324,Cynthia Millisor,47,2000-01-23 15:02:00,female
325,Cynthia Millisor,47,2000-01-23 15:02:00,female
326,Cynthia Millisor,47,2000-01-23 15:02:00,female
327,Wyatt Sifre,15,1999-06-03 15:02:00,male
328,Wyatt Sifre,15,1999-06-03 15:02:00,male
329,Alfred Belasco,7,1999-04-04 15:02:00,male
330,Alfred Belasco,7,1999-04-04 15:02:00,male
331,Horacio Warmbrodt,25,1999-08-13 15:02:00,male
332,Shena Chalet,43,1999-12-22 15:02:00,female
333,Shena Chalet,43,1999-12-22 15:02:00,female
334,Shena Chalet,43,1999-12-22 15:02:00,female
335,Shena Chalet,43,1999-12-22 15:02:00,female
336,Shena Chalet,43,1999-12-22 15:02:00,female
337,Corrinne Biro,35,1999-10-23 15:02:00,female
338,Corrinne Biro,35,1999-10-23 15:02:00,female
339,Corrinne Biro,35,1999-10-23 15:02:00,female
340,Delmar Heimsoth,3,1999-03-03 15:02:00,male
341,Roderick Fafard,21,1999-07-12 15:02:00,male
342,Roderick Fafard,21,1999-07-12 15:02:00,male
343,Lindsey Steger,13,1999-05-13 15:02:00,male
344,Lindsey Steger,13,1999-05-13 15:02:00,male
345,Lindsey Steger,13,1999-05-13 15:02:00,male
346,Giselle Worman,30,1999-09-21 15:02:00,female
347,Bud Blaich,22,1999-07-24 15:02:00,male
348,Bud Blaich,22,1999-07-24 15:02:00,male
349,Bud Blaich,22,1999-07-24 15:02:00,male
350,Marylyn Lombel,40,1999-12-02 15:02:00,female
351,Marylyn Lombel,40,1999-12-02 15:02:00,female
352,Marylyn Lombel,40,1999-12-02 15:02:00,female
353,Marylyn Lombel,40,1999-12-02 15:02:00,female
354,Rafael Mundell,8,1999-04-12 15:02:00,male
355,Song Chaudhuri,49,2000-02-11 15:02:00,female
356,Song Chaudhuri,49,2000-02-11 15:02:00,female
357,Song Chaudhuri,49,2000-02-11 15:02:00,female
358,Song Chaudhuri,49,2000-02-11 15:02:00,female
359,Song Chaudhuri,49,2000-02-11 15:02:00,female
360,Kenny Raridon,18,1999-06-22 15:02:00,male
361,Kenny Raridon,18,1999-06-22 15:02:00,male
362,Tegan Finto,36,1999-10-31 15:02:00,female
363,Tegan Finto,36,1999-10-31 15:02:00,female
364,Tegan Finto,36,1999-10-31 15:02:00,female
365,Tegan Finto,36,1999-10-31 15:02:00,female
366,Tegan Finto,36,1999-10-31 15:02:00,female
367,Tony Ruscher,28,1999-09-01 15:02:00,female
368,Tony Ruscher,28,1999-09-01 15:02:00,female
369,Minnie Mapel,45,2000-01-10 15:02:00,female
370,Minnie Mapel,45,2000-01-10 15:02:00,female
371,Minnie Mapel,45,2000-01-10 15:02:00,female
372,Minnie Mapel,45,2000-01-10 15:02:00,female
373,Minnie Mapel,45,2000-01-10 15:02:00,female
374,Minnie Mapel,45,2000-01-10 15:02:00,female
375,Sunshine Lotz,37,1999-11-11 15:02:00,female
376,Sunshine Lotz,37,1999-11-11 15:02:00,female
377,Sunshine Lotz,37,1999-11-11 15:02:00,female
378,Sunshine Lotz,37,1999-11-11 15:02:00,female
379,Sunshine Lotz,37,1999-11-11 15:02:00,female
380,Sunshine Lotz,37,1999-11-11 15:02:00,female
381,Sunshine Lotz,37,1999-11-11 15:02:00,female
382,Dwain Pake,23,1999-07-31 15:02:00,male
383,Dwain Pake,23,1999-07-31 15:02:00,male
384,Stuart Dursch,15,1999-06-02 15:02:00,male
385,Stuart Dursch,15,1999-06-02 15:02:00,male
386,Rheba Spiva,33,1999-10-11 15:02:00,female
387,Rheba Spiva,33,1999-10-11 15:02:00,female
388,Rheba Spiva,33,1999-10-11 15:02:00,female
389,Joann Goehringer,42,1999-12-21 15:02:00,female
390,Joann Goehringer,42,1999-12-21 15:02:00,female
391,Joann Goehringer,42,1999-12-21 15:02:00,female
392,Osvaldo Rogers,11,1999-05-01 15:02:00,male
393,Osvaldo Rogers,11,1999-05-01 15:02:00,male
394,Warren Lickert,3,1999-03-02 15:02:00,male
395,Florencio Vanproosdy,21,1999-07-11 15:02:00,male
396,Florencio Vanproosdy,21,1999-07-11 15:02:00,male
397,Yolande Zielonko,38,1999-11-19 15:02:00,female
398,Yolande Zielonko,38,1999-11-19 15:02:00,female
399,Yolande Zielonko,38,1999-11-19 15:02:00,female
400,Leanora Matheis,30,1999-09-20 15:02:00,female
401,Leanora Matheis,30,1999-09-20 15:02:00,female
402,Leanora Matheis,30,1999-09-20 15:02:00,female
403,Jacqualine Mclee,48,2000-01-29 15:02:00,female
404,Jacqualine Mclee,48,2000-01-29 15:02:00,female
405,Jacqualine Mclee,48,2000-01-29 15:02:00,female
406,Jacqualine Mclee,48,2000-01-29 15:02:00,female
407,Spencer Kulow,16,1999-06-09 15:02:00,male
408,Spencer Kulow,16,1999-06-09 15:02:00,male
409,Stephani Mistry,26,1999-08-19 15:02:00,female
410,Stephani Mistry,26,1999-08-19 15:02:00,female
411,Antone Weinzinger,18,1999-06-21 15:02:00,male
412,Antone Weinzinger,18,1999-06-21 15:02:00,male
413,Dorian Kemper,35,1999-10-30 15:02:00,female
414,Dorian Kemper,35,1999-10-30 15:02:00,female
415,Dorian Kemper,35,1999-10-30 15:02:00,female
416,Cherish Huslander,45,2000-01-09 15:02:00,female
417,Cherish Huslander,45,2000-01-09 15:02:00,female
418,Cherish Huslander,45,2000-01-09 15:02:00,female
419,Cherish Huslander,45,2000-01-09 15:02:00,female
420,Cherish Huslander,45,2000-01-09 15:02:00,female
421,Cherish Huslander,45,2000-01-09 15:02:00,female
422,Marco Quanstrum,14,1999-05-20 15:02:00,male
423,Jinny Lemmons,31,1999-09-28 15:02:00,female
424,Jinny Lemmons,31,1999-09-28 15:02:00,female
425,Darrin Pedroni,23,1999-07-30 15:02:00,male
426,Gayle Wueste,41,1999-12-08 15:02:00,female
427,Gayle Wueste,41,1999-12-08 15:02:00,female
428,Gayle Wueste,41,1999-12-08 15:02:00,female
429,Gayle Wueste,33,1999-12-08 15:02:00,female
430,Regan Orsborn,33,1999-10-09 15:02:00,female
431,Regan Orsborn,33,1999-10-09 15:02:00,female
432,Regan Orsborn,33,1999-10-09 15:02:00,female
433,Regan Orsborn,33,1999-10-09 15:02:00,female
434,Regan Orsborn,33,1999-10-09 15:02:00,female
435,Regan Orsborn,33,1999-10-09 15:02:00,female
436,Arnold Salata,1,1999-02-17 15:02:00,male
437,Renato Yzaquirre,19,1999-06-28 15:02:00,male
438,Renato Yzaquirre,19,1999-06-28 15:02:00,male
439,Wilbur Godin,11,1999-04-30 15:02:00,male
440,Denyse Ekdahl,28,1999-09-07 15:02:00,female
441,Loriann Lagasca,46,2000-01-16 15:02:00,female
442,Loriann Lagasca,46,2000-01-16 15:02:00,female
443,Loriann Lagasca,46,2000-01-16 15:02:00,female
444,Lindsey Juray,38,1999-11-18 15:02:00,female
445,Lindsey Juray,38,1999-11-18 15:02:00,female
446,Donn Ikeda,7,1999-03-29 15:02:00,male
447,Donn Ikeda,7,1999-03-29 15:02:00,male
448,Simone Todisco,48,2000-01-28 15:02:00,female
449,Sol Mehle,16,1999-06-08 15:02:00,male
450,Sol Mehle,16,1999-06-08 15:02:00,male
451,Sol Mehle,34,1999-06-08 15:02:00,male
452,Babara Covitt,34,1999-10-17 15:02:00,female
453,Babara Covitt,34,1999-10-17 15:02:00,female
454,Babara Covitt,34,1999-10-17 15:02:00,female
455,Ai Gabri,26,1999-08-18 15:02:00,female
456,Ai Gabri,26,1999-08-18 15:02:00,female
457,Ai Gabri,26,1999-08-18 15:02:00,female
458,Ai Gabri,26,1999-08-18 15:02:00,female
459,Ai Gabri,26,1999-08-18 15:02:00,female
460,Lavonia Glorius,43,1999-12-27 15:02:00,female
461,Lavonia Glorius,43,1999-12-27 15:02:00,female
462,Lavonia Glorius,43,1999-12-27 15:02:00,female
463,Lavonia Glorius,43,1999-12-27 15:02:00,female
464,Ellis Dunshie,12,1999-05-07 15:02:00,male
465,Ellis Dunshie,12,1999-05-07 15:02:00,male
466,Lyman Havey,4,1999-03-08 15:02:00,male
467,Sterling Elman,21,1999-07-17 15:02:00,male
468,Sterling Elman,21,1999-07-17 15:02:00,male
469,Sterling Elman,21,1999-07-17 15:02:00,male
470,Sterling Elman,21,1999-07-17 15:02:00,male
471,Sterling Elman,13,1999-07-17 15:02:00,male
472,Markus Casaliggi,13,1999-05-19 15:02:00,male
473,Carletta Ridout,31,1999-09-27 15:02:00,female
474,Carletta Ridout,31,1999-09-27 15:02:00,female
475,Isabella Andy,49,2000-02-05 15:02:00,female
476,Isabella Andy,49,2000-02-05 15:02:00,female
477,Monserrate Dahlka,41,1999-12-07 15:02:00,female
478,Monserrate Dahlka,41,1999-12-07 15:02:00,female
479,Monserrate Dahlka,9,1999-12-07 15:02:00,female
480,Crystal Karle,27,1999-08-26 15:02:00,female
481,Miles Ritzert,19,1999-06-27 15:02:00,male
482,Miles Ritzert,19,1999-06-27 15:02:00,male
483,Sherrie Tomehak,36,1999-11-05 15:02:00,female
484,Sherrie Tomehak,36,1999-11-05 15:02:00,female
485,Sherrie Tomehak,36,1999-11-05 15:02:00,female
486,Sherrie Tomehak,36,1999-11-05 15:02:00,female
487,Sherrie Tomehak,36,1999-11-05 15:02:00,female
488,Sherrie Tomehak,36,1999-11-05 15:02:00,female
489,Hermine Pirrone,28,1999-09-06 15:02:00,female
490,Hermine Pirrone,28,1999-09-06 15:02:00,female
491,Cherry Dinnen,46,2000-01-15 15:02:00,female
492,Cherry Dinnen,46,2000-01-15 15:02:00,female
493,Cherry Dinnen,46,2000-01-15 15:02:00,female
494,Andreas Furer,14,1999-05-26 15:02:00,male
495,Andreas Furer,14,1999-05-26 15:02:00,male
496,Andreas Furer,14,1999-05-26 15:02:00,male
497,Earnest Ferdinand,6,1999-03-27 15:02:00,male
498,Charles Tim,24,1999-08-05 15:02:00,male
499,Charles Tim,24,1999-08-05 15:02:00,male
500,Chau Laitila,42,1999-12-14 15:02:00,female
501,Chau Laitila,42,1999-12-14 15:02:00,female
502,Eula Canter,34,1999-10-16 15:02:00,female
503,Eula Canter,34,1999-10-16 15:02:00,female
504,Eula Canter,34,1999-10-16 15:02:00,female
505,Eula Canter,34,1999-10-16 15:02:00,female
506,Eula Canter,34,1999-10-16 15:02:00,female
507,Horacio Kuta,2,1999-02-24 15:02:00,male
508,Maryanne Doire,43,1999-12-26 15:02:00,female
509,Maryanne Doire,43,1999-12-26 15:02:00,female
510,Maryanne Doire,43,1999-12-26 15:02:00,female
511,Maryanne Doire,43,1999-12-26 15:02:00,female
512,Danilo Mossel,12,1999-05-06 15:02:00,male
513,Inger Seavey,29,1999-09-14 15:02:00,female
514,Inger Seavey,29,1999-09-14 15:02:00,female
515,Willian Henkhaus,21,1999-07-16 15:02:00,male
516,Willian Henkhaus,21,1999-07-16 15:02:00,male
517,Yi Soberano,39,1999-11-24 15:02:00,female
518,Yi Soberano,39,1999-11-24 15:02:00,female
519,Yi Soberano,39,1999-11-24 15:02:00,female
